Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,FIPS,CBSA 2020,RUCA,FORHP/ RURAL 2022,PSF PAYMENT,POS CERTIFIED BEDS,POS TOTAL BEDS,CR ACUTE BEDS,PSF BEDS,longitude,latitude
351313,SOUTHWEST HEALTHCARE SERVICES,802 2ND ST NW,BOWMAN,ND,58623,BOWMAN,(701) 523-6555,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,1,,38011,Neither,10.0,Rural,CAH,35,35,35.0,,-103.40692,46.184783
170068,SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,67901,SEWARD,(620) 624-1651,Acute Care Hospitals,Government - Local,Yes,Y,Y,1,,7,5,0,5,0,,8,4,0,3,1,,11,7,1,5,1,,8,8,,12,9,,20175,Micro,4.0,Rural,SCH/RRC,80,80,67.0,70.0,-100.925987,37.056436
61327,SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,CORTEZ,CO,81321,MONTEZUMA,(970) 565-6666,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,1,4,0,,8,Not Available,5.0,12,7,,8083,Neither,7.0,Rural,CAH,25,25,23.0,,-108.574238,37.362162
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,MS,39649,PIKE,(601) 249-5500,Acute Care Hospitals,Government - Local,Yes,,Y,1,,7,6,0,6,0,,8,5,0,5,0,,11,9,0,7,2,,8,8,,12,10,,28113,Micro,4.0,Rural,RRC,160,160,97.0,154.0,-96.999246,39.71614
370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,COMANCHE,(405) 531-4701,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,4,0,4,0,,8,4,0,3,1,,11,7,0,7,0,,8,8,,12,9,,40031,Metro,1.0,Metro,RRC,199,199,126.0,124.0,-98.463021,34.592424
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,BENNINGTON,(802) 442-6361,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,5,0,,8,4,0,4,0,,11,9,1,8,0,,8,8,,12,10,,50003,Micro,4.0,Rural,SCH/RRC,180,180,57.0,76.0,-114.349992,43.649126
490075,SOVAH HEALTH DANVILLE,142 SOUTH MAIN STREET,DANVILLE,VA,24541,DANVILLE CITY,(434) 799-2100,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,6,0,6,0,,8,6,1,5,0,,11,10,0,9,1,,8,8,,12,11,,51590,Micro,4.0,Rural,RRC,250,250,232.0,259.0,-79.404921,36.577483
460062,SPANISH FORK HOSPITAL,765 EAST MARKET PLACE DRIVE,SPANISH FORK,UT,84660,UTAH,(385) 344-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,9,,49049,Metro,1.0,Metro,PPS,33,33,16.0,36.0,-111.695542,40.121268
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,23500 US HIGHWAY 160,WALSENBURG,CO,81089,HUERFANO,(719) 738-5100,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5.0,12,4,,8055,Neither,10.0,Rural,CAH,25,25,20.0,,-104.469231,37.199179
230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MONTCALM,(989) 584-3131,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,,5,,7,3,0,3,0,,8,1,0,1,0,,11,5,1,4,0,,8,8,,12,7,,26117,Metro,10.0,Rural,RRC,87,103,48.0,47.0,-84.84262,43.1755
231326,SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,MI,48879,CLINTON,(989) 224-6881,Critical Access Hospitals,Proprietary,Yes,Y,,5,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,6,,26037,Metro,2.0,Metro,CAH,25,25,25.0,,-84.555122,42.993121
231327,SPARROW EATON HOSPITAL,321 E HARRIS STREET,CHARLOTTE,MI,48813,EATON,(517) 543-1050,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,6,,26045,Metro,2.0,Metro,CAH,25,25,25.0,,-84.832157,42.565484
231331,SPARROW IONIA HOSPITAL,3565 S STATE ROAD,IONIA,MI,48846,IONIA,(616) 527-4200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,8,,12,5,,26067,Metro,6.0,Rural,CAH,25,25,22.0,,-85.067897,42.93542
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,62286,RANDOLPH,(618) 443-2177,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,1,3,0,,8,8,,12,2,,17157,Neither,7.0,Rural,CAH,25,25,25.0,,-89.691415,38.123832
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,2,,7,7,0,4,3,,8,8,3,5,0,,11,11,0,8,3,,8,8,,12,11,,45083,Metro,1.0,Metro,SCH/RRC,747,747,665.0,639.0,-81.939511,34.966786
301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,3264,GRAFTON,(603) 536-1120,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,4,0,4,0,,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,8,,33009,Micro,7.0,Rural,CAH,25,25,25.0,,-72.060905,42.608301
190278,SPECIALISTS HOSPITAL SHREVEPORT,1500 LINE AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 213-3800,Acute Care Hospitals,Proprietary,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,2,,22017,Metro,1.0,Metro,PPS,15,15,15.0,10.0,-81.209084,35.6796
231317,SPECTRUM HEALTH KELSEY HOSPITAL,418 WASHINGTON,LAKEVIEW,MI,48850,MONTCALM,(989) 352-7211,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,5,,26117,Metro,10.0,Rural,CAH,25,25,12.0,,-85.277917,43.441381
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,CLAY,(712) 264-8300,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,4,0,4,0,,8,3,0,3,0,,11,9,1,8,0,,8,8,,12,9,,19041,Micro,4.0,Rural,MDH,93,93,49.0,46.0,-95.143833,43.149838
521332,SPOONER HEALTH SYSTEM,1280 CHANDLER DR,SPOONER,WI,54801,WASHBURN,(715) 635-2111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,Not Available,5.0,12,4,,55129,Neither,8.0,Rural,CAH,25,25,20.0,,-91.871918,45.84227
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,SPOTSYLVANIA,(540) 498-4000,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,5,0,5,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,10,,51177,Metro,1.0,Metro,PPS,126,126,105.0,102.0,-77.496216,38.218584
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,CLARK,(702) 853-3000,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,7,0,6,1,,8,7,2,4,1,,11,9,0,7,2,,8,8,,12,8,,32003,Metro,1.0,Metro,PPS,364,364,301.0,270.0,-115.240645,36.09062
180024,SPRING VIEW HOSPITAL,320 LORETTO ROAD,LEBANON,KY,40033,MARION,(270) 692-5145,Acute Care Hospitals,Proprietary,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,7,0,7,0,,8,8,,12,10,,21155,Neither,7.0,Rural,PPS,75,75,63.0,62.0,-85.261451,37.569639
471306,SPRINGFIELD HOSPITAL,PO BOX 2003,SPRINGFIELD,VT,5156,WINDSOR,(802) 885-2151,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,4,0,4,0,,8,2,0,2,0,,11,5,0,5,0,,8,Not Available,5.0,12,2,,50027,Micro,7.0,Rural,CAH,25,25,25.0,,-96.999246,39.71614
10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,(251) 460-5220,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,7,0,7,0,,8,8,2,6,0,,11,9,0,6,3,,8,8,,12,9,,22119,Micro,7.0,Rural,SCH,49,49,46.0,44.0,-88.131605,30.684459
190088,SPRINGHILL MEDICAL CENTER,2001 DOCTORS DRIVE,SPRINGHILL,LA,71075,WEBSTER,(318) 539-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,7,,22119,Micro,7.0,Rural,SCH,49,49,46.0,44.0,-93.444098,33.010409
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,ST. LOUIS,(314) 344-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,2,,7,7,1,6,0,,8,8,2,4,2,,11,11,1,10,0,,8,8,,12,10,,29189,Metro,1.0,Metro,PPS,538,538,431.0,401.0,-90.433309,38.750632
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110,ST. LOUIS CITY,(314) 577-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,1,,7,7,0,7,0,,8,6,2,4,0,,11,10,0,8,2,,8,8,,12,7,,29510,Metro,1.0,Metro,PPS,356,356,317.0,298.0,-90.239046,38.622971
370094,SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,OKLAHOMA,(405) 610-8790,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,1,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,8,0,,8,8,,12,9,,40109,Metro,1.0,Metro,PPS,255,255,126.0,125.0,-97.392381,35.467359
370037,SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,1000 NORTH LEE AVENUE,OKLAHOMA CITY,OK,73101,OKLAHOMA,(405) 272-7000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,2,,7,7,0,7,0,,8,7,1,4,2,,11,11,0,8,3,,8,8,,12,10,,40109,Metro,1.0,Metro,PPS,615,686,430.0,417.0,-97.523859,35.477298
370149,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,1102 W MACARTHUR,SHAWNEE,OK,74804,POTTAWATOMIE,(405) 273-2270,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,5,0,5,0,,8,5,1,4,0,,11,8,1,7,0,,8,8,,12,12,,40125,Micro,4.0,Rural,RRC,96,96,57.0,73.0,-89.008437,40.472457
520057,SSM HEALTH ST CLARE HOSPITAL - BARABOO,707 14TH ST,BARABOO,WI,53913,SAUK,(608) 356-1400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,4,0,4,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,11,,55111,Micro,4.0,Rural,PPS,100,100,43.0,42.0,-89.729094,43.480706
520208,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,3400 EAST RACINE STREET,JANESVILLE,WI,53546,ROCK,(608) 373-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,2,0,2,0,,8,3,0,3,0,,11,7,0,6,1,,8,8,,12,10,,55105,Metro,1.0,Metro,PPS,50,50,50.0,47.0,-88.975593,42.670195
520083,SSM HEALTH ST MARY'S HOSPITAL - MADISON,700 SOUTH PARK ST,MADISON,WI,53715,DANE,(608) 251-6100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,0,7,0,,8,8,3,5,0,,11,11,1,9,1,,8,8,,12,8,,55025,Metro,1.0,Metro,PPS,440,440,354.0,337.0,-89.403392,43.058795
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,ST. LOUIS,(314) 768-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,8,3,5,0,,11,10,0,8,2,,8,8,,12,10,,29189,Metro,1.0,Metro,PPS,650,690,553.0,609.0,-90.311087,38.633087
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,(618) 436-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,3,,7,4,0,4,0,,8,2,1,1,0,,11,6,0,6,0,,8,8,,12,10,,17121,Micro,4.0,Rural,MDH/RRC,125,125,92.0,97.0,-89.118191,38.530509
140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,COOK,(847) 843-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,4,,7,6,1,5,0,,8,8,1,7,0,,11,10,0,9,1,,8,8,,12,10,,17031,Metro,1.0,Metro,RRC,342,342,313.0,278.0,-88.141381,42.052338
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,(845) 986-2276,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Y,5,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,8,,36071,Metro,2.0,Metro,PPS,60,60,60.0,59.0,-74.364011,41.267448
381319,ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,PENDLETON,OR,97801,UMATILLA,(541) 276-5121,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,0,7,1,,8,8,,12,9,,41059,Micro,,Rural,CAH,25,49,25.0,,-118.812493,45.648409
381319,ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,PENDLETON,OR,97801,UMATILLA,(541) 276-5121,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,0,7,1,,8,8,,12,9,,53053,Metro,1.0,Metro,PPS,80,80,112.0,98.0,-118.812493,45.648409
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,PIERCE,(253) 530-2050,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,4,,7,6,0,6,0,,8,7,1,6,0,,11,9,1,8,0,,8,8,,12,10,,41059,Micro,,Rural,CAH,25,49,25.0,,-122.613795,47.364466
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,PIERCE,(253) 530-2050,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,4,,7,6,0,6,0,,8,7,1,6,0,,11,9,1,8,0,,8,8,,12,10,,53053,Metro,1.0,Metro,PPS,80,80,112.0,98.0,-122.613795,47.364466
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,(712) 792-3581,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,19027,Micro,7.0,Rural,SCH,63,142,49.0,44.0,-94.867719,42.056863
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,(727) 825-1100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,4,,7,6,0,6,0,,8,8,2,6,0,,11,10,1,8,1,,8,8,,12,8,,12103,Metro,1.0,Metro,RRC,448,448,398.0,268.0,-122.786876,44.803946
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,(217) 342-2121,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,5,0,5,0,,8,4,1,3,0,,11,7,0,6,1,,8,8,,12,12,,17049,Micro,4.0,Rural,SCH/RRC,146,146,133.0,128.0,-88.551131,39.126029
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,1,,7,3,0,3,0,,8,6,2,4,0,,11,5,0,3,2,,8,8,,12,8,,36005,Metro,1.0,Metro,RRC,446,446,283.0,284.0,-83.089327,39.897467
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,(773) 962-3900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,1,,7,3,0,3,0,,8,5,0,4,1,,11,4,0,3,1,,8,8,,12,7,,17031,Metro,1.0,Metro,PPS,210,210,114.0,108.0,-87.633612,41.778534
190308,ST BERNARD PARISH HOSPITAL,8000 WEST JUDGE PEREZ DRIVE,CHALMETTE,LA,70043,ST. BERNARD,(504) 826-9500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,8,,22087,Metro,1.0,Metro,PPS,40,40,40.0,36.0,-89.988302,29.955492
50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,(909) 883-8711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,6,2,4,0,,11,7,1,6,0,,8,8,,12,8,,6071,Metro,1.0,Metro,RRC,291,291,328.0,304.0,-117.274896,34.134816
40020,ST BERNARDS MEDICAL CENTER,225 E WASHIINGTON AVENUE,JONESBORO,AR,72401,CRAIGHEAD,(870) 972-4100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,7,0,6,1,,8,7,3,4,0,,11,11,0,7,4,,8,8,,12,11,,5031,Metro,1.0,Metro,RRC,440,440,384.0,362.0,-90.656774,35.886344
150008,ST CATHERINE HOSPITAL INC,4321 FIR STREET,EAST CHICAGO,IN,46312,LAKE,(219) 392-7004,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,5,0,4,1,,11,8,0,8,0,,8,8,,12,9,,18089,Metro,1.0,Metro,PPS,189,189,122.0,120.0,-87.448514,41.635348
330401,ST CATHERINE OF SIENA HOSPITAL MEDICAL CENTER,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,7,1,,8,8,,12,8,,36103,Metro,1.0,Metro,PPS,318,318,254.0,254.0,-73.22473,40.868177
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Y,4,,7,5,0,5,0,,8,7,1,6,0,,11,7,0,6,1,,8,8,,12,9,,36103,Metro,1.0,Metro,PPS,231,231,167.0,167.0,-73.060768,40.94632
381324,ST CHARLES MADRAS,470 NE A STREET,MADRAS,OR,97741,JEFFERSON,(541) 475-3882,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5.0,12,8,,41031,Neither,7.0,Rural,CAH,25,36,24.0,,-121.120002,44.637456
381313,ST CHARLES MEDICAL CENTER PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754,CROOK,(541) 447-6254,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,8,,12,8,,41013,Micro,4.0,Rural,CAH,25,35,16.0,,-120.825233,44.297546
190079,ST CHARLES PARISH HOSPITAL,1057 PAUL MAILLARD ROAD,LULING,LA,70070,ST. CHARLES,(985) 785-3644,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,7,,22089,Metro,1.0,Metro,PPS,57,57,27.0,25.0,-90.370716,29.923915
390228,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,ALLEGHENY,(412) 942-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,6,1,,8,7,1,6,0,,11,11,1,10,0,,8,8,,12,10,,42003,Metro,1.0,Metro,PPS,295,328,297.0,272.0,-80.067803,40.378702
180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,ROWAN,(606) 783-6502,Acute Care Hospitals,Government - Federal,Yes,Y,Y,3,,7,5,0,5,0,,8,5,1,4,0,,11,9,0,9,0,,8,8,,12,10,,21205,Neither,7.0,Rural,SCH/RRC,149,149,100.0,83.0,-83.441604,38.180549
500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,PIERCE,(253) 588-1711,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,3,,7,5,0,5,0,,8,6,1,5,0,,11,7,1,5,1,,8,8,,12,10,,53053,Metro,1.0,Metro,PPS,105,105,106.0,94.0,-122.503347,47.168693
240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,STEARNS,(320) 255-5661,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,2,4,1,,8,8,1,7,0,,11,11,3,8,0,,8,8,,12,10,,27145,Metro,1.0,Metro,SCH/RRC,469,489,458.0,418.0,-94.168486,45.575041
521337,ST CROIX REGIONAL MEDICAL CENTER,235 E STATE STREET,SAINT CROIX FALLS,WI,54024,POLK,(715) 483-0556,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,7,0,,8,8,,12,7,,55095,Neither,10.0,Rural,CAH,25,25,25.0,,-92.64228,45.408547
450431,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,TRAVIS,(512) 476-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,1,6,0,,8,7,2,5,0,,11,9,1,8,0,,8,8,,12,10,,48453,Metro,1.0,Metro,PPS,625,625,525.0,506.0,-97.726745,30.290681
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,78704,TRAVIS,(512) 448-7107,Acute Care Hospitals,Proprietary,Yes,Y,Y,5,,7,7,0,7,0,,8,7,3,4,0,,11,9,0,8,1,,8,8,,12,9,,48453,Metro,1.0,Metro,PPS,363,363,340.0,331.0,-97.775282,30.226031
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,(601) 200-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,2,,7,7,1,4,2,,8,8,1,7,0,,11,11,0,8,3,,8,8,,12,9,,28049,Metro,1.0,Metro,PPS,571,571,526.0,501.0,-90.165032,32.333417
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Y,4,,7,4,0,4,0,,8,2,0,2,0,,11,8,0,8,0,,8,8,,12,11,,6103,Micro,4.0,Rural,SCH,76,76,49.0,46.0,-122.219968,40.148348
150086,ST ELIZABETH DEARBORN HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN,47025,DEARBORN,(812) 497-7665,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,4,0,4,0,,8,5,0,5,0,,11,7,0,7,0,,8,8,,12,11,,18029,Metro,4.0,Rural,PPS,78,78,50.0,57.0,-84.883474,39.111251
180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042,BOONE,(859) 212-5220,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,6,0,6,0,,8,6,1,5,0,,11,6,0,5,1,,8,8,,12,10,,21015,Metro,1.0,Metro,PPS,231,231,134.0,122.0,-84.630967,39.016682
180001,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,FORT THOMAS,KY,41075,CAMPBELL,(859) 572-3100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,5,0,5,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,8,,21037,Metro,1.0,Metro,PPS,178,178,128.0,123.0,-84.467146,39.0784
181311,ST ELIZABETH GRANT,238 BARNES ROAD,WILLIAMSTOWN,KY,41097,GRANT,(859) 824-8105,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,6,,21081,Metro,2.0,Rural,CAH,15,15,15.0,,-84.578314,38.647366
